Timestamp,Spin_ID,Bet,Payout,Is_Win,Current_RTP,AI_Provider,Latency_ms
2025-12-23T12:56:14.863109,82ca9ab9-dc1b-4baa-bebd-12c1f6a2b519,10.0,500.0,True,9.075,deepseek,13944.56
2025-12-23T12:56:39.921142,a405a12b-959f-48f7-9b41-96a801fdce1f,10.0,1500.0,True,10.0732,deepseek,13832.87
2025-12-23T13:36:18.008843,7c6ec102-423c-4f5b-8e72-69c82013a406,10.0,0.0,False,11.0096,deepseek,7258.65
2025-12-23T13:36:24.847385,815d9269-0d41-4c33-845a-cfebb3a8dbad,10.0,0.0,False,10.8019,deepseek,6811.49
2025-12-23T13:36:31.775386,9df4f37a-e4ff-47d8-8228-f1027014665e,10.0,0.0,False,10.6019,deepseek,6908.88
2025-12-23T13:36:38.961686,9bff06f9-9cd9-4f76-ac32-c21afa5152c2,10.0,0.0,False,10.4091,deepseek,7139.86
2025-12-23T13:36:46.011192,f8f0cba4-d32a-4127-be20-fa85342ce3a9,10.0,0.0,False,10.2232,deepseek,7012.12
2025-12-23T13:36:52.931105,baa00d7f-10d3-4dd4-9537-822732793ad8,10.0,0.0,False,10.0439,deepseek,6876.83
2025-12-23T13:37:00.067520,c217cad7-f5ef-4318-ad09-c76b9eb38ac7,10.0,0.0,False,9.8707,deepseek,7093.38
2025-12-23T13:37:07.571001,380d91bf-1191-40ce-9ae0-5ff084437569,10.0,0.0,False,9.7034,deepseek,7469.31
2025-12-23T13:37:14.329995,5a7eb8e9-b9df-4462-a764-3d76af2f4965,10.0,0.0,False,9.5417,deepseek,6733.58
2025-12-23T13:37:21.858904,09d55172-606d-4d75-8fe8-91bb8ac9eb7c,10.0,0.0,False,9.3852,deepseek,7486.77
2025-12-23T16:00:24.798112,519a4c60-bae6-4ce0-899a-41a6b3c2c78f,10.0,0.0,False,9.2339,deepseek,10258.72
2025-12-23T16:00:38.901333,30da24a3-1adf-4518-a00d-3f6484e233c1,10.0,0.0,False,9.0873,deepseek,9738.08
2025-12-23T16:00:52.993076,66ade4fd-4b3a-4b44-a5ef-fc19358fae92,10.0,0.0,False,8.9453,deepseek,8328.71
